id,lot_frontage,lot_area,neighborhood,overall_qual,year_built,year_remod_add,mas_vnr_area,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,heating_qc,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,saleprice,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing
264,80.0,10389,3,8,2003,2003,320.0,4,3,1,6,1682.0,5,4,1978,0,1978,1.0,2,1,4,8,1,2003.0,2,3.0,850.0,3,2,188,25,318000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,70.0,9658,4,8,2006,2006,383.0,4,3,1,1,0.0,4,4,1606,0,1606,0.0,2,0,4,6,1,2006.0,2,3.0,871.0,3,2,230,60,255900,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
536,63.0,7500,2,6,2004,2004,0.0,4,3,1,1,0.0,5,4,1158,0,1158,0.0,1,1,4,5,0,0.0,0,0.0,0.0,0,2,0,50,143500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,79.0,14122,4,8,2005,2006,240.0,5,3,1,6,28.0,5,4,1822,0,1822,0.0,2,0,5,8,1,2005.0,2,3.0,678.0,3,2,0,119,259000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,68.0,21000,3,6,1953,1953,184.0,4,3,2,5,35.0,3,4,2259,0,2259,1.0,2,0,4,7,2,1953.0,1,2.0,450.0,3,2,166,120,217000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009,70.0,8737,1,6,1923,1950,0.0,4,3,1,3,300.0,5,3,915,720,1635,0.0,1,1,3,6,1,1950.0,1,2.0,440.0,3,2,0,38,210000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,68.0,8750,1,5,1970,1970,76.0,3,3,1,4,828.0,3,4,1002,0,1002,1.0,1,0,3,5,0,1973.0,1,2.0,902.0,3,2,0,0,148500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,73.0,8499,2,6,2006,2007,0.0,4,3,1,1,0.0,5,4,616,796,1412,0.0,2,1,4,6,1,2007.0,3,2.0,432.0,3,2,0,36,156932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1196,72.0,11072,1,5,1965,1965,0.0,3,3,1,1,0.0,3,4,1728,0,1728,0.0,2,0,3,10,0,1987.0,1,2.0,576.0,3,2,0,0,145000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,64.0,6762,3,7,2007,2007,0.0,4,3,3,6,902.0,5,4,1290,0,1290,1.0,2,0,4,6,1,2007.0,2,2.0,662.0,3,2,168,0,200000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1694,105.0,15431,4,10,2005,2006,400.0,5,3,4,6,1430.0,5,4,2046,0,2046,1.0,2,1,5,7,2,2005.0,3,3.0,878.0,3,2,188,65,450000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
571,34.0,3230,4,6,1999,1999,894.0,4,3,1,6,381.0,4,4,742,729,1471,0.0,2,1,3,6,0,1999.0,1,2.0,440.0,3,2,0,24,172500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,90.0,10800,2,6,1974,1997,0.0,3,3,1,5,956.0,3,4,1548,1066,2614,0.0,2,1,3,9,1,1974.0,2,2.0,624.0,3,2,38,243,240000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,102.0,11143,4,8,2004,2005,0.0,4,3,1,1,0.0,5,4,1580,886,2466,0.0,3,0,4,8,1,2004.0,2,2.0,610.0,3,2,159,214,340000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,73.0,8925,3,8,2007,2007,0.0,4,3,3,6,16.0,5,4,1466,0,1466,0.0,2,0,4,7,0,2007.0,3,3.0,610.0,3,2,100,18,201000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2142,120.0,10356,3,5,1975,1975,0.0,3,3,3,4,716.0,3,4,969,0,969,0.0,1,1,3,5,0,1975.0,1,2.0,440.0,3,2,0,0,122000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,93.0,12299,2,7,1978,1985,67.0,4,3,1,6,1328.0,3,4,1664,0,1664,1.0,2,0,4,7,1,1978.0,3,2.0,663.0,3,2,0,0,213000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
618,90.0,9900,1,6,1967,1967,0.0,3,3,1,3,1173.0,3,4,1691,0,1691,1.0,1,0,3,5,0,1967.0,1,2.0,550.0,3,2,0,67,175000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,64.0,6762,3,7,2007,2007,108.0,4,3,1,6,664.0,5,4,1208,0,1208,1.0,2,0,4,6,0,2007.0,2,2.0,628.0,3,2,105,54,195400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
772,75.0,11625,1,5,1967,1967,172.0,3,3,1,4,527.0,3,4,1052,0,1052,0.0,1,1,3,6,1,1984.0,3,1.0,668.0,3,2,0,215,113500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,65.0,6435,1,6,1939,1950,0.0,3,3,1,1,0.0,4,4,972,605,1577,0.0,1,0,2,6,1,1939.0,1,1.0,312.0,3,2,0,0,140200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,65.0,8450,1,5,1968,1968,90.0,3,3,1,4,162.0,3,4,909,0,909,0.0,1,0,3,5,0,1968.0,1,1.0,294.0,3,2,0,155,116000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2903,88.0,11577,3,9,2005,2006,382.0,4,3,4,6,1455.0,5,4,1838,0,1838,1.0,2,0,5,9,1,2005.0,3,3.0,682.0,3,2,161,225,359900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2783,50.0,8340,3,6,1977,1977,62.0,4,3,3,6,509.0,3,4,686,702,1388,0.0,1,1,3,6,0,1977.0,1,1.0,317.0,3,2,406,36,157500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,68.0,10708,3,5,1955,1993,0.0,3,3,1,2,379.0,5,3,1867,0,1867,1.0,1,0,3,7,3,1955.0,3,1.0,303.0,3,2,476,0,190000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
740,60.0,6911,1,5,1924,1950,0.0,3,3,2,2,405.0,3,4,1301,0,1301,0.0,1,0,2,5,0,1965.0,1,2.0,440.0,3,2,0,0,100000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2546,80.0,8800,1,6,1964,1964,425.0,3,3,1,4,553.0,3,4,1251,0,1251,1.0,1,0,3,6,2,1964.0,2,1.0,461.0,3,2,0,116,160000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,65.0,10739,3,7,2002,2001,68.0,4,3,1,6,1259.0,5,4,1444,0,1444,1.0,2,0,4,6,0,2002.0,2,2.0,577.0,3,2,144,40,203000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1833,68.0,9572,4,8,1990,1990,336.0,5,3,1,6,482.0,5,4,1453,1357,2810,0.0,2,1,4,9,1,1990.0,2,2.0,750.0,4,2,500,0,302000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76,50.0,8012,2,6,1980,1980,0.0,4,3,1,4,543.0,3,4,923,0,923,0.0,2,0,3,5,1,1980.0,2,1.0,264.0,3,2,80,0,143000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2151,66.0,16226,3,8,1998,1999,0.0,4,3,1,6,281.0,5,4,1210,1242,2452,0.0,2,1,4,9,1,1998.0,3,2.0,683.0,3,2,208,50,267000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1880,68.0,10899,1,4,1964,1964,0.0,0,0,0,0,0.0,3,4,1224,0,1224,0.0,2,0,3,8,0,1964.0,1,3.0,530.0,3,2,0,0,103000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2907,32.0,4500,2,6,1998,1998,443.0,5,4,1,6,1201.0,5,4,1337,0,1337,1.0,2,0,3,5,0,1998.0,3,2.0,405.0,3,2,0,199,153500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1831,68.0,16647,1,5,1975,1981,0.0,4,3,4,5,1390.0,3,4,1701,0,1701,1.0,2,0,3,6,2,1975.0,3,2.0,611.0,3,2,0,0,171000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2836,62.0,8707,0,4,1924,1950,0.0,3,3,1,1,0.0,3,2,1093,576,1669,0.0,1,1,3,9,0,1924.0,1,1.0,288.0,3,2,0,0,107000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1955,66.0,8300,1,6,1968,1968,86.0,3,3,2,3,952.0,4,4,952,0,952,1.0,1,0,3,5,0,1968.0,1,1.0,288.0,3,2,0,0,128500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1926,72.0,9770,1,5,1957,1957,0.0,3,3,1,3,512.0,3,3,922,0,922,1.0,1,0,3,5,0,1957.0,1,1.0,308.0,3,2,0,34,116000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2924,80.0,17400,2,5,1977,1977,0.0,3,3,1,5,936.0,2,4,1126,0,1126,1.0,2,0,3,5,1,1977.0,2,2.0,484.0,3,1,295,41,160000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,39.0,5070,4,8,1992,1992,0.0,4,3,2,1,0.0,5,4,1280,0,1280,0.0,2,0,4,5,0,1992.0,2,2.0,506.0,3,2,0,82,180000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,66.0,7920,1,5,1970,2002,32.0,3,3,1,5,81.0,5,4,914,0,914,0.0,1,0,5,5,0,1970.0,2,1.0,368.0,4,2,120,0,133000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2905,78.0,7020,2,7,1997,1997,200.0,4,3,4,6,1243.0,4,4,1368,0,1368,2.0,2,0,3,8,0,1997.0,3,4.0,784.0,3,2,0,48,215000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
921,68.0,7500,3,6,1942,1950,0.0,3,3,1,4,547.0,2,4,753,741,1494,0.0,1,0,4,7,2,1942.0,1,1.0,213.0,3,1,0,0,177500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1780,76.0,10612,4,8,2006,2006,248.0,4,3,2,6,28.0,4,4,1534,0,1534,0.0,2,0,4,7,1,2006.0,3,2.0,484.0,3,2,168,46,215000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
746,51.0,6120,1,5,1938,1950,0.0,3,2,1,2,273.0,3,3,994,588,1582,0.0,2,0,3,6,1,1938.0,1,1.0,250.0,3,2,189,0,150000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
254,90.0,12376,2,7,1990,1990,0.0,4,3,2,6,1470.0,4,4,1699,1523,3222,1.0,3,0,4,11,2,1990.0,1,3.0,594.0,3,2,367,0,320000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
606,100.0,10004,1,6,1964,1964,180.0,3,3,1,3,196.0,3,4,1516,0,1516,0.0,1,1,3,6,0,1964.0,2,2.0,472.0,3,2,0,0,167000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2703,55.0,8250,0,5,1935,1950,0.0,0,0,0,0,0.0,3,4,1032,0,1032,0.0,1,0,3,6,1,1939.0,1,1.0,260.0,3,2,0,0,125000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1306,103.0,12205,0,3,1949,1992,0.0,2,2,1,1,0.0,4,4,1588,0,1588,0.0,2,0,3,6,0,0.0,0,0.0,0.0,0,0,0,0,65000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,103.0,11175,3,7,2007,2007,0.0,4,3,3,1,0.0,5,4,1316,0,1316,0.0,2,0,4,6,1,2007.0,3,2.0,440.0,3,2,0,20,200141,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1784,85.0,9965,4,7,2007,2007,0.0,4,3,1,1,0.0,5,4,1528,0,1528,0.0,3,2,4,6,1,2007.0,1,2.0,480.0,3,2,0,228,235876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
941,50.0,8660,0,5,1900,1993,0.0,3,3,1,1,0.0,5,4,928,928,2168,0.0,2,0,4,11,0,1998.0,1,2.0,576.0,3,2,467,160,123000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2699,82.0,12375,1,5,1951,1951,41.0,3,3,1,4,329.0,3,4,1081,341,1422,1.0,1,0,3,7,1,1951.0,1,1.0,288.0,3,2,0,0,137500,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,60.0,8070,3,4,1994,1995,0.0,4,3,1,6,588.0,5,4,990,0,990,1.0,1,0,3,5,0,0.0,0,0.0,0.0,0,2,0,0,123600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2607,84.0,8658,1,6,1965,1965,101.0,3,3,1,3,643.0,5,4,1324,0,1324,0.0,2,0,3,6,1,1965.0,2,2.0,440.0,3,2,0,138,160000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1754,68.0,8063,2,6,2000,2000,0.0,4,3,1,1,0.0,5,4,948,742,1690,0.0,2,1,3,7,1,2000.0,2,2.0,463.0,3,2,100,48,181000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1367,49.0,8235,0,5,1955,1995,0.0,3,3,1,2,180.0,3,4,825,0,825,1.0,1,0,3,4,0,1963.0,2,2.0,720.0,3,2,140,50,125000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
580,78.0,11700,2,6,1968,1968,0.0,3,3,1,3,298.0,5,4,829,727,1556,0.0,1,1,3,8,0,1968.0,1,2.0,441.0,3,2,0,0,154000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
341,74.0,12961,2,6,1993,1994,0.0,4,3,2,6,944.0,5,4,1152,645,1797,1.0,2,1,4,7,1,1993.0,3,2.0,616.0,3,2,162,312,231000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,65.0,8450,1,5,1968,1968,0.0,3,3,1,4,775.0,5,4,1056,0,1056,1.0,1,0,3,6,1,1968.0,1,1.0,304.0,3,2,0,85,142000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2667,90.0,22950,0,10,1892,1993,0.0,3,3,2,1,0.0,5,4,1518,1518,3608,0.0,2,1,5,12,2,1993.0,1,3.0,840.0,3,2,0,260,475000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2884,41.0,5748,3,8,2005,2006,473.0,5,3,4,6,1573.0,5,4,1778,0,1778,2.0,2,0,5,5,1,2005.0,3,2.0,495.0,3,2,123,53,375000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,70.0,10500,1,4,1971,1971,0.0,3,3,1,5,432.0,3,4,864,0,864,0.0,1,0,3,5,1,0.0,0,0.0,0.0,0,2,0,0,115000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,62.0,7500,4,7,2004,2005,0.0,4,3,1,6,410.0,5,4,1221,0,1221,1.0,2,0,4,6,0,2004.0,2,2.0,400.0,3,2,0,113,185000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
